word_c,char_c,word,bpe,character,morfessor,morpheme
11,96,82.37181377410889,115.70810413360596,117.5447793006897,149.980562210083,89.41888952255249
6,54,34.25370168685913,54.86427426338196,50.6043484210968,70.83608818054199,36.342979431152344
13,119,85.37832069396973,106.21378564834595,111.10859632492065,161.90839290618896,99.93562126159668
9,61,44.29857683181763,77.1345329284668,73.22831702232361,98.75208568572998,52.95085859298706
9,65,62.63669300079346,68.11809730529785,75.57327008247375,110.8552098274231,55.82359027862549
9,55,34.6053671836853,49.643198013305664,47.175294637680054,76.99288988113403,40.726399421691895
9,84,63.0718207359314,80.49361896514893,83.90667223930359,120.89225435256958,55.45522165298462
8,57,42.392483711242676,84.86668491363525,69.13859415054321,90.82546377182007,41.79800319671631
10,73,61.63863229751587,83.60277152061462,94.35163736343384,118.98120164871216,57.92515182495117
15,106,102.51822233200073,125.0277681350708,126.92308282852173,188.9242262840271,93.97940587997437
9,69,38.86423397064209,62.79785108566284,58.186166524887085,97.70360708236694,46.74643802642822
10,109,63.05088520050049,89.43428993225098,83.16395449638367,142.20718336105347,87.2347903251648
16,154,97.43138599395752,140.66904664039612,129.43528127670288,234.37620782852173,128.9907078742981
23,237,175.7893967628479,256.8614339828491,223.05831718444824,379.83706617355347,183.30762910842896
28,223,162.09875965118408,176.7931535243988,170.39169239997864,373.63031673431396,157.09781503677368
5,56,26.91483974456787,75.24897074699402,62.6433961391449,84.27517032623291,60.7368483543396
13,117,78.6579418182373,86.57544827461243,89.36695408821106,174.63908624649048,77.79961490631104
14,119,84.83513355255127,117.28015947341919,111.76879453659058,168.61148118972778,88.31230735778809
15,129,101.53211832046509,110.40507578849792,109.10094547271729,222.37499332427979,98.03882455825806
10,77,50.6370005607605,76.54870343208313,81.01764988899231,124.37745141983032,62.49707746505737
29,152,122.5782732963562,150.9698657989502,142.23320865631104,324.482714176178,118.45002031326294
16,125,101.8764328956604,129.48746538162231,121.55742311477661,213.6404266357422,118.99500131607056
26,165,155.73814868927002,177.2429220676422,161.6395926475525,297.4085531234741,168.08936500549316
6,50,37.52147102355957,49.7722282409668,44.577173471450806,72.94840717315674,32.26966571807861
14,120,67.74887657165527,130.38140106201172,123.95120096206665,220.92940759658813,86.28814744949341
12,89,78.68376588821411,106.20514249801636,87.07832837104797,163.45665884017944,90.47634029388428
13,107,91.91552734375,117.00459957122803,113.77910566329956,166.1174659729004,86.79776191711426
14,129,105.52338027954102,139.8893804550171,132.7599515914917,208.8861541748047,116.60905647277832
21,162,125.72989749908447,150.37795996665955,134.03025102615356,265.7988920211792,124.44382667541504
20,150,111.66694116592407,136.65845799446106,135.13050532341003,249.05751705169678,109.07232236862183
13,128,86.58656692504883,135.76189970970154,98.4138560295105,194.3621530532837,87.88945198059082
41,382,293.05947160720825,334.874947309494,333.8280954360962,588.0776705741882,300.49416494369507
16,99,65.37851476669312,72.8946578502655,84.46452522277832,157.76002836227417,66.09175443649292
8,63,43.205610275268555,71.6758234500885,73.83851552009583,96.16729259490967,54.69034481048584
14,97,73.01119184494019,96.98892712593079,84.98238825798035,145.79675340652466,78.7738676071167
9,58,48.02214574813843,46.22125768661499,51.3617730140686,89.33279657363892,54.649818897247314
33,185,163.34975910186768,216.82651567459106,215.1569859981537,432.7902822494507,160.59650421142578
17,133,105.10843181610107,147.0731122493744,151.567809343338,229.23013973236084,130.24941158294678
15,119,108.60847568511963,119.2021598815918,123.15127682685852,195.06152725219727,112.27499914169312
25,142,124.61065435409546,210.33089113235474,169.9025158882141,272.5463147163391,139.35029554367065
25,158,133.4929904937744,156.98183345794678,183.33367371559143,293.7094612121582,125.3677716255188
16,99,74.77538204193115,114.8593487739563,89.30985307693481,166.75354290008545,80.1988320350647
9,71,55.91305732727051,108.6836326122284,104.97826981544495,153.76177787780762,56.411681175231934
26,223,187.92800569534302,207.7818968296051,231.74332857131958,391.47001457214355,181.40496921539307
18,133,81.36801242828369,155.51128458976746,142.81144738197327,268.4106330871582,103.69001293182373
15,112,83.89500951766968,140.95326590538025,144.57588624954224,214.14151000976562,89.38800287246704
25,169,128.9442958831787,189.73438787460327,185.51773405075073,349.4670658111572,142.18648862838745
16,104,71.60755968093872,123.37592959403992,129.6153838634491,213.1923279762268,74.98469734191895
19,157,125.54014205932617,149.38464331626892,155.1532576084137,266.3671317100525,139.82109594345093
20,140,136.84968090057373,115.09570121765137,136.41898941993713,232.55694246292114,113.87301635742188
13,116,94.05728816986084,125.41825127601624,121.03803658485413,195.8864254951477,105.65364122390747
