word_c,char_c,word,bpe,character,morfessor
14,141,111.37284088134766,154.7317008972168,157.57013845443726,136.10145568847656
15,92,107.3934326171875,113.64334297180176,110.15234160423279,93.08838129043579
13,103,91.36443138122559,120.1066951751709,97.53017282485962,104.93795108795166
20,147,153.62758350372314,147.7260901927948,140.51143956184387,130.80831575393677
13,102,96.90384101867676,115.52077078819275,98.87889170646667,90.69574308395386
7,57,45.86022090911865,65.76481366157532,56.1255784034729,44.42031812667847
20,157,152.33174467086792,161.04249143600464,151.10300707817078,161.76342487335205
7,48,44.41107654571533,43.78025579452515,40.397393226623535,38.225228786468506
9,81,68.42013835906982,63.9657416343689,67.62608408927917,64.4655704498291
17,175,142.15191841125488,176.4565784931183,163.03228759765625,184.38576889038086
18,178,152.1693468093872,181.60155415534973,166.03495502471924,175.0181541442871
19,167,151.05184841156006,182.43962931632996,160.46675515174866,167.51431941986084
12,104,78.52091217041016,105.32497429847717,105.77743816375732,97.0468487739563
12,67,72.08656930923462,76.49962067604065,69.44954347610474,57.691718101501465
19,121,128.7469024658203,105.88600516319275,94.5152792930603,96.00648641586304
12,79,73.76195955276489,78.88885879516602,77.75976324081421,65.10375118255615
18,139,139.4337797164917,149.95137810707092,158.0856077671051,152.0237636566162
21,134,155.8401222229004,117.42599439620972,111.78667545318604,112.34731006622314
9,94,73.53090190887451,92.10643863677979,95.12365198135376,83.90623426437378
10,87,70.60834407806396,78.03949189186096,64.59758758544922,58.762821197509766
16,164,128.1154088973999,211.6120810508728,179.1882963180542,172.58808517456055
16,151,130.408456325531,161.11787939071655,162.5764400959015,159.31103467941284
20,177,178.9550290107727,230.51099467277527,204.66523480415344,192.19577407836914
11,92,74.04662227630615,91.70373773574829,77.89474606513977,62.95831537246704
13,95,86.3665714263916,96.30395340919495,81.76389575004578,83.34334754943848
17,116,122.17379856109619,180.3582639694214,178.0648970603943,144.1669774055481
13,78,76.21711349487305,58.94357490539551,65.72590136528015,66.83232688903809
14,118,109.49121284484863,139.88378739356995,124.67265295982361,118.20156955718994
14,108,94.60114240646362,118.74332809448242,141.3341326713562,128.68670892715454
16,99,104.68089246749878,104.65746450424194,103.16231417655945,106.80683851242065
12,84,77.4404296875,92.19223999977112,86.50314545631409,75.28832674026489
9,75,62.18823528289795,137.49725246429443,114.58687925338745,106.28086757659912
21,155,140.6557264328003,149.14050602912903,123.23457217216492,138.60177755355835
12,85,77.17799520492554,87.96464967727661,82.17512893676758,76.58565711975098
13,95,95.9909873008728,105.33510494232178,90.8418527841568,94.54367971420288
16,92,105.03337478637695,81.29325246810913,83.5717613697052,80.75242042541504
16,132,130.11155891418457,157.04159665107727,142.75049471855164,131.75976705551147
31,196,226.47841691970825,203.5134253501892,191.6204128265381,186.99055910110474
16,132,140.01288890838623,147.50705575942993,148.3376338481903,137.7527618408203
16,128,130.21714687347412,128.57734727859497,129.88426756858826,126.23061275482178
11,87,87.38769483566284,101.52277088165283,95.85806560516357,84.94374132156372
17,135,138.00661611557007,195.74947047233582,198.63997340202332,170.48162984848022
23,179,186.68990993499756,197.12410402297974,210.54459261894226,172.82922267913818
22,157,163.79968166351318,144.34428548812866,182.51757550239563,134.29746341705322
13,118,106.100998878479,120.7586100101471,110.67982196807861,106.2228331565857
8,67,46.16963005065918,75.49617624282837,90.25747275352478,66.58109426498413
11,85,81.4284200668335,126.95874404907227,130.16485714912415,99.48752069473267
18,142,138.95360279083252,121.79702138900757,119.33897185325623,127.30730772018433
22,170,172.77160167694092,191.69984197616577,173.72517681121826,172.63227558135986
7,57,43.72663402557373,74.62939596176147,68.44341254234314,57.042749881744385
11,104,85.65820407867432,99.81950426101685,95.8164873123169,96.56200838088989
10,77,70.22966575622559,92.76524877548218,89.11187505722046,77.49937868118286
10,82,67.3509316444397,95.91419053077698,80.10253882408142,73.46293497085571
10,91,75.62286281585693,125.64436340332031,113.77022123336792,100.21007823944092
20,181,167.14741563796997,190.04444313049316,194.61928462982178,192.89134979248047
14,118,109.15463447570801,131.91077947616577,129.161545753479,124.626944065094
9,74,58.58959436416626,70.91848754882812,92.14605689048767,62.36547899246216
13,125,96.45694160461426,128.6826901435852,165.17131805419922,112.34503507614136
6,61,37.474599838256836,75.74297285079956,101.27584910392761,65.74931335449219
5,38,28.462886810302734,50.23930835723877,41.48252987861633,31.852310180664062
8,61,49.994285106658936,57.43842315673828,57.10242247581482,51.069392681121826
15,113,113.27756547927856,129.8570854663849,111.82596278190613,108.65022850036621
12,96,87.51185417175293,123.79196453094482,150.78450107574463,114.2873363494873
12,121,84.91696739196777,125.13581538200378,116.45484972000122,117.57958984375
10,80,60.42715644836426,88.83356976509094,84.42963027954102,85.1446886062622
9,72,70.02841472625732,100.24748754501343,85.9683427810669,86.94939851760864
4,39,28.21598529815674,53.18826341629028,59.57445931434631,26.194114208221436
12,100,102.06332015991211,142.32964038848877,136.26178216934204,123.4393401145935
9,86,65.28498649597168,75.49185729026794,74.56896591186523,75.69323110580444
10,79,74.33047580718994,66.88566136360168,62.01557183265686,62.795111656188965
8,50,48.71240711212158,68.44795036315918,65.46695065498352,65.77874517440796
20,159,146.07004594802856,154.44110703468323,146.03910207748413,149.37606048583984
10,75,62.58298110961914,86.72438645362854,79.55019545555115,70.30932903289795
16,114,120.648756980896,154.2949414253235,157.94312238693237,118.65547513961792
13,87,94.37463521957397,82.41095209121704,88.81225609779358,75.68213367462158
16,125,124.44866752624512,153.86838746070862,146.7270278930664,151.12606859207153
21,147,146.61657762527466,131.2465329170227,128.59160041809082,118.90741491317749
14,117,113.20739936828613,137.080628156662,116.26375555992126,117.1904034614563
14,98,87.95248365402222,108.62620115280151,143.10430812835693,104.2864465713501
16,124,123.0075044631958,97.06977844238281,97.41940331459045,97.34431982040405
16,123,110.27401161193848,104.59418201446533,103.0348219871521,104.14098739624023
10,76,74.39807415008545,101.85152649879456,95.27694892883301,89.16377830505371
3,18,16.48984718322754,35.298046588897705,26.476057052612305,19.57060670852661
7,45,46.58817386627197,47.50968837738037,50.35406970977783,48.11069345474243
16,132,127.33200931549072,143.15815424919128,136.9306046962738,139.76192474365234
5,35,28.69522762298584,61.444955825805664,55.84141492843628,39.95568656921387
21,174,174.78073072433472,199.97733306884766,202.6163408756256,182.49106550216675
11,56,58.29417705535889,34.266565799713135,45.3866286277771,39.987539768218994
10,95,76.34707069396973,109.41355085372925,109.06157946586609,108.68097448348999
3,20,16.424230575561523,41.97489953041077,30.50132989883423,27.39980411529541
18,175,160.6136178970337,213.42490911483765,193.54867100715637,194.1761770248413
17,134,133.21551847457886,168.14999723434448,176.48399090766907,177.655038356781
15,139,121.29783535003662,140.5423731803894,122.17041277885437,123.02114343643188
14,99,99.99798727035522,101.87136316299438,102.9580729007721,98.55736827850342
24,173,173.91278219223022,158.9486858844757,140.48482131958008,161.90001344680786
27,213,215.5627999305725,215.23012256622314,207.53881883621216,200.72405338287354
12,78,79.1759991645813,62.61315870285034,57.959837436676025,55.7484188079834
13,81,80.70446157455444,73.93568873405457,69.24793934822083,72.98315715789795
17,134,129.29308223724365,119.84437346458435,120.33791589736938,113.9089732170105
16,120,122.86490392684937,132.072247505188,117.26158404350281,123.16744327545166
24,174,181.17782354354858,186.8627803325653,165.94646096229553,184.6560935974121
12,74,84.00308990478516,82.8459620475769,86.15933752059937,83.18489933013916
12,68,67.25257396697998,78.1484808921814,74.96110105514526,74.81047010421753
20,142,146.8561453819275,148.91831922531128,134.52228569984436,131.61068868637085
8,73,51.26817989349365,69.60210061073303,75.76899862289429,78.6179404258728
12,108,96.02146434783936,115.7609715461731,111.82316994667053,109.45961380004883
14,105,101.28498935699463,96.11354875564575,94.41867566108704,90.23844194412231
17,148,133.25727367401123,183.59910702705383,175.4488434791565,165.8318271636963
18,156,144.59219646453857,154.6452579498291,148.2535924911499,149.28103160858154
16,109,108.82057905197144,93.3753125667572,92.7814393043518,96.50900888442993
20,145,148.8026623725891,167.69215869903564,189.94070506095886,139.6706395149231
7,42,36.39071750640869,47.46233296394348,34.21110987663269,35.41044044494629
12,108,90.64773988723755,116.14355039596558,119.13810062408447,117.51045846939087
23,172,172.88118600845337,160.16924595832825,157.21350717544556,155.4068922996521
12,81,88.63669157028198,102.12966823577881,95.93936514854431,83.86697578430176
14,85,96.22840070724487,72.0230872631073,96.45215368270874,64.58204364776611
6,37,36.49322319030762,52.58217000961304,72.74397301673889,40.98810386657715
8,67,55.14475059509277,77.16728591918945,62.80704855918884,61.37281036376953
11,84,81.1441707611084,89.67351388931274,85.76401042938232,74.85751438140869
27,198,217.61068105697632,202.5810673236847,264.3916509151459,194.88874578475952
15,106,109.67485427856445,94.27091574668884,100.30692768096924,96.21561574935913
22,136,152.41964483261108,147.91126608848572,125.45309376716614,126.92844152450562
16,123,123.73260116577148,136.0240077972412,136.75179409980774,140.8192377090454
8,56,55.83666133880615,95.74395751953125,93.88464069366455,81.28832530975342
10,82,76.3477783203125,114.76428365707397,119.09599733352661,117.53456258773804
19,141,145.93105030059814,141.83832216262817,125.53530621528625,117.02307605743408
21,165,172.53147077560425,175.5069830417633,165.05537366867065,156.91346311569214
7,68,49.581421852111816,71.9422550201416,70.87062788009644,55.19845151901245
18,127,134.7301149368286,158.14197731018066,138.96304440498352,158.03462648391724
15,115,111.1824083328247,111.86802625656128,120.7229905128479,118.27199649810791
9,75,74.23432302474976,81.76216840744019,113.22850584983826,70.37641620635986
13,116,105.09322166442871,140.1533603668213,113.21273875236511,117.64630889892578
17,127,125.71824645996094,150.17931842803955,163.8740086555481,123.64441061019897
16,120,104.55278491973877,113.3059070110321,165.40666389465332,106.36198282241821
10,68,65.29951763153076,71.18160104751587,55.867852449417114,57.30114793777466
14,92,98.86066246032715,62.11860656738281,68.11789059638977,70.67189311981201
18,134,127.77925443649292,99.45435523986816,102.51005005836487,110.48697996139526
10,90,65.4381651878357,80.10486078262329,74.95754837989807,69.27263879776001
15,110,103.33598184585571,117.23445701599121,104.64081645011902,107.42191314697266
17,129,132.8804636001587,134.2384250164032,126.11010575294495,111.26706838607788
13,106,106.274001121521,116.55946040153503,126.7501904964447,112.81449031829834
7,56,49.3526029586792,89.6328547000885,90.62097334861755,69.74034643173218
14,96,104.06542348861694,96.56165218353271,92.87952041625977,90.7540283203125
14,107,109.15628814697266,147.0623335838318,129.82770013809204,123.7063980102539
6,41,37.091474533081055,40.189049243927,37.3859384059906,38.76374626159668
14,104,91.092520236969,91.05871319770813,85.5187714099884,84.39050674438477
13,101,90.97552871704102,144.73987245559692,117.41463208198547,115.54627418518066
11,84,66.93565511703491,110.88522243499756,114.19627690315247,128.44870471954346
8,49,47.63648796081543,49.53407168388367,47.34371089935303,36.85811233520508
10,78,71.01025247573853,94.44406747817993,104.35457801818848,100.04900407791138
12,66,77.43897342681885,66.62097573280334,64.19851899147034,62.42395496368408
21,140,150.19263410568237,143.36359429359436,135.24732851982117,129.19732999801636
9,66,58.82778358459473,67.95641946792603,57.13119125366211,51.48882579803467
9,87,66.94096279144287,72.02720069885254,63.65336728096008,88.55025053024292
15,106,105.64350366592407,103.10524463653564,101.88710975646973,91.25418519973755
12,72,80.68666791915894,86.13166689872742,73.1486873626709,75.66623497009277
15,114,111.35344934463501,108.38364005088806,143.70291566848755,99.00835132598877
19,156,153.94394445419312,165.14675951004028,207.12122750282288,154.90031719207764
12,91,89.29419946670532,102.34248399734497,103.62923622131348,99.79745197296143
11,66,67.52356100082397,83.47060012817383,74.61146306991577,82.63914489746094
12,84,79.36202907562256,75.54018425941467,64.2743239402771,69.77470064163208
18,133,137.37993574142456,176.61105179786682,156.59007239341736,138.50246047973633
17,151,142.75898790359497,189.52245831489563,170.38871049880981,154.32898330688477
9,61,52.295798778533936,97.283438205719,86.14172601699829,59.491596698760986
9,70,57.48886203765869,65.69062662124634,67.8386332988739,67.5226640701294
13,110,98.32065868377686,145.47296571731567,110.9117820262909,114.70001745223999
13,108,93.13444232940674,106.82221794128418,96.72504043579102,105.20536041259766
22,179,162.57628870010376,180.88436555862427,150.29981207847595,154.7974247932434
11,81,66.73951625823975,66.168044090271,105.86243653297424,66.98774099349976
12,97,82.26569080352783,89.170405626297,83.72036170959473,84.86821174621582
18,137,143.0266785621643,124.31312799453735,128.1195170879364,128.162917137146
12,131,98.96380424499512,91.29612827301025,98.27353763580322,93.14065980911255
13,86,86.41232109069824,89.22216439247131,86.11035799980164,82.33846044540405
8,70,46.61207962036133,89.76599502563477,67.68242359161377,67.4454436302185
20,163,164.49103116989136,214.664489030838,190.24715280532837,181.69510507583618
16,108,115.64385652542114,141.23414039611816,128.40328240394592,127.81141996383667
24,166,174.2816195487976,163.27506518363953,139.4944612979889,160.49738693237305
15,103,105.40613508224487,133.00804138183594,115.06403803825378,112.35561895370483
22,180,172.56324338912964,149.76554775238037,162.2080581188202,151.5471510887146
3,19,16.67662763595581,29.072449207305908,26.939812898635864,19.85023307800293
16,104,108.05647373199463,77.80555629730225,88.67431592941284,85.11069440841675
18,114,115.00166988372803,94.02103018760681,85.58485722541809,88.92154788970947
13,139,98.82752418518066,138.3213324546814,176.23413801193237,130.67866468429565
7,52,42.39077186584473,45.14314079284668,42.51766276359558,39.10240602493286
8,58,44.844748973846436,65.41801881790161,80.25894331932068,59.78138446807861
16,115,111.27132177352905,119.74732279777527,97.97717785835266,97.05236577987671
12,80,78.09514665603638,109.70572757720947,83.18018174171448,89.54453802108765
9,65,62.074774742126465,71.19473266601562,65.68576717376709,61.259607791900635
8,53,52.701924324035645,71.17966604232788,68.20780658721924,53.48224639892578
10,69,65.05742073059082,75.10155010223389,70.51389813423157,63.766714572906494
11,85,80.66585636138916,134.43826293945312,117.63333129882812,144.08848571777344
13,102,98.33463764190674,135.62151622772217,116.55984258651733,114.2719874382019
15,123,107.44218683242798,140.615088224411,193.67743277549744,113.20387172698975
6,43,35.323410987854004,35.37598276138306,35.06261157989502,28.561591148376465
3,35,16.336476802825928,44.563212394714355,40.52008533477783,32.18431615829468
7,49,47.94305419921875,29.334538221359253,40.98372507095337,37.44027805328369
13,108,91.95320749282837,109.94096398353577,90.07191634178162,101.6612868309021
10,103,88.58340167999268,103.62118673324585,95.81885051727295,90.03090190887451
12,84,76.88228464126587,78.46622633934021,81.7029070854187,68.4762191772461
14,103,109.02896785736084,109.03813934326172,100.1195969581604,92.801598072052
14,124,109.93211936950684,147.90816926956177,121.14966869354248,126.53135776519775
14,116,103.41457557678223,125.53780150413513,119.37225985527039,113.1503677368164
7,48,48.18549346923828,78.45625066757202,65.91054010391235,59.50169801712036
20,171,168.87960720062256,180.7083775997162,151.41609072685242,160.47316598892212
15,94,105.69816732406616,105.24665856361389,94.6103413105011,96.73402881622314
25,151,145.6852684020996,134.0214705467224,194.92629885673523,115.79370021820068
4,31,28.22815990447998,47.293800592422485,42.87228584289551,46.6048641204834
21,150,150.9480094909668,134.83072805404663,130.8642725944519,137.90549612045288
13,94,84.3541350364685,81.19640684127808,84.44776487350464,76.68200922012329
26,217,204.31548833847046,207.75929045677185,185.01993894577026,181.0405068397522
9,56,56.21854829788208,75.09346866607666,66.05853796005249,52.7148175239563
13,94,91.98764228820801,137.9826638698578,135.00345730781555,117.58703088760376
10,93,79.79428672790527,121.80761194229126,97.16018271446228,98.86322736740112
11,83,72.66873550415039,91.55319142341614,88.08212614059448,69.96190357208252
23,143,161.17530870437622,171.4858021736145,165.08131074905396,167.80322313308716
14,123,112.06732177734375,117.46878790855408,118.33865642547607,119.52733945846558
17,137,119.53999042510986,129.76658606529236,111.77976202964783,114.63356399536133
14,91,97.57164573669434,111.41070938110352,94.51702213287354,91.15967226028442
20,112,138.9699945449829,119.88347053527832,169.1964819431305,112.00033235549927
13,133,103.04661703109741,128.76573371887207,115.97920513153076,115.70694828033447
18,113,118.38471508026123,123.08261346817017,104.927255153656,101.8065996170044
19,175,154.654447555542,194.81611800193787,227.6453037261963,190.32313203811646
6,44,40.22925853729248,58.57538723945618,57.80380916595459,47.81601619720459
22,175,158.4931721687317,183.72695922851562,165.10071849822998,159.723210811615
11,86,68.60701513290405,114.77081823348999,110.29826307296753,110.00663995742798
6,40,38.31876277923584,54.492337703704834,51.30636692047119,41.48967170715332
15,111,109.35803127288818,119.40004062652588,109.73961806297302,109.42522430419922
8,63,46.28432369232178,59.35067439079285,84.00478553771973,51.05181837081909
18,114,114.3414478302002,112.52821922302246,98.53602075576782,104.47561073303223
17,99,108.49500513076782,70.24513864517212,64.70592737197876,76.32109880447388
8,74,49.8457407951355,107.3535988330841,78.3024685382843,69.4828200340271
8,55,53.007121086120605,66.69298887252808,64.17217898368835,53.90542221069336
14,127,97.36278581619263,138.67174172401428,109.82545971870422,134.27806949615479
11,84,78.57810115814209,87.03490686416626,83.31651449203491,79.40813207626343
19,126,120.7070803642273,127.54954767227173,156.36222004890442,121.05204963684082
18,147,132.4563889503479,131.6953797340393,136.58842873573303,135.07824659347534
