word_c,char_c,word,bpe,character,morfessor
11,89,75.44957637786865,90.33091974258423,94.90702033042908,78.94421243667603
5,39,32.04939889907837,37.84695339202881,40.32323694229126,31.19466257095337
10,120,70.24390840530396,85.92577862739563,92.50955510139465,85.45058727264404
8,63,48.7360200881958,64.31330919265747,65.27595400810242,55.81571960449219
8,58,57.63569736480713,73.28101873397827,74.48312044143677,54.087172985076904
8,55,48.85807991027832,38.703627824783325,43.131465673446655,35.88066101074219
12,119,86.22099161148071,94.39053440093994,98.78405857086182,87.08836793899536
9,91,63.957064628601074,100.28530359268188,110.07473850250244,88.5012378692627
9,84,66.49330568313599,109.89235472679138,111.86246299743652,86.13892889022827
11,115,77.22406578063965,92.40954828262329,77.9053852558136,73.240225315094
9,84,60.97768211364746,78.13597393035889,88.41413354873657,67.28314924240112
12,124,81.58089351654053,100.06749773025513,105.23767447471619,94.53661012649536
15,129,126.43086433410645,135.76642894744873,146.82351541519165,121.61261701583862
17,209,141.46800327301025,188.32983303070068,175.3165726661682,178.88300704956055
21,172,138.6750922203064,157.27131175994873,145.746342420578,138.13086652755737
10,139,78.69265699386597,125.06553030014038,124.75100803375244,110.76688718795776
12,99,91.78377628326416,93.79622793197632,100.25301933288574,84.46583366394043
12,102,77.84492826461792,117.24160814285278,110.56782603263855,95.42533111572266
13,118,91.90545892715454,90.79820013046265,89.45133209228516,83.94913816452026
13,89,76.48868894577026,93.57506513595581,88.1574182510376,76.59399509429932
29,162,144.01502752304077,117.93954133987427,114.09348225593567,130.49331760406494
18,165,126.59072637557983,133.364905834198,138.26494979858398,133.33364295959473
25,187,155.24782037734985,143.88607740402222,153.55458903312683,134.80791425704956
5,40,31.15382671356201,41.95589542388916,47.17732810974121,33.796663761138916
17,125,107.53558158874512,119.5672128200531,137.4633960723877,127.21374988555908
12,102,76.49314403533936,110.448477268219,113.00518321990967,88.67949914932251
11,94,73.2208104133606,101.01270294189453,102.99797081947327,100.92834186553955
11,93,77.71110248565674,75.83989644050598,84.84982252120972,72.00657653808594
21,155,137.50149297714233,143.0103461742401,143.52022695541382,127.21313381195068
16,128,115.59784841537476,128.2797131538391,120.48099660873413,117.27793025970459
12,115,70.78822231292725,114.4949164390564,108.44499230384827,95.17034149169922
15,123,114.10912895202637,130.73459386825562,115.2289662361145,118.05621528625488
22,223,170.78727865219116,233.93958854675293,226.44391870498657,215.1939902305603
10,68,52.34254217147827,50.901782512664795,58.696532249450684,52.23448085784912
8,76,55.8262300491333,56.713764667510986,61.58092975616455,54.90281534194946
15,88,69.16391563415527,72.90365839004517,72.7737283706665,61.82013654708862
8,64,51.94775342941284,70.98286843299866,82.26907896995544,59.915929317474365
26,148,158.0528426170349,192.63762259483337,183.7288212776184,158.34570503234863
26,188,162.59926843643188,197.3554277420044,206.6806881427765,172.02833318710327
14,120,112.61363410949707,125.96439361572266,124.5010392665863,117.47503900527954
20,112,125.53480625152588,145.478924036026,141.26537132263184,131.56271171569824
27,198,194.94896411895752,237.6017508506775,220.38860440254211,198.9974126815796
13,99,73.60676860809326,81.57277846336365,80.03278374671936,76.27768468856812
8,73,50.86754608154297,113.13339519500732,92.70133566856384,64.81457138061523
22,192,142.5986247062683,149.11292362213135,140.53497838974,135.05784463882446
18,116,86.13018226623535,100.38649463653564,119.1255304813385,102.90815782546997
20,150,131.29263496398926,183.35120034217834,174.29885411262512,156.79887294769287
23,171,131.7605118751526,169.47903871536255,163.6823012828827,152.24330806732178
14,87,64.93966007232666,72.83610820770264,89.55357933044434,77.89650583267212
19,173,138.92331457138062,181.39549922943115,163.75079083442688,164.51047563552856
19,150,117.9796986579895,110.25272178649902,136.59765195846558,110.0048246383667
11,110,89.78528118133545,104.42039251327515,107.17641568183899,100.51620864868164
7,68,45.79319715499878,82.19857931137085,73.21899771690369,57.16789674758911
13,80,65.91633749008179,73.62602233886719,86.9580569267273,69.1858549118042
15,112,81.62821006774902,92.20510005950928,108.86391115188599,93.4142656326294
13,91,71.26522445678711,61.10136127471924,64.45370960235596,62.13642644882202
28,206,180.81934356689453,175.14926195144653,172.2281517982483,162.8608078956604
16,101,94.7644772529602,120.11583757400513,123.64031767845154,97.55894327163696
16,118,92.49213361740112,124.61794853210449,125.70428395271301,103.08401918411255
21,194,197.85139417648315,250.90782237052917,255.12210822105408,206.17575073242188
23,227,176.4462170600891,258.90550470352173,255.5948235988617,269.58524322509766
17,176,133.39042377471924,148.975248336792,148.8318202495575,141.77808570861816
15,138,101.12091970443726,84.42610049247742,103.57164859771729,94.10654211044312
9,89,59.74935722351074,70.06693506240845,65.07589077949524,72.7361159324646
15,177,127.02345561981201,128.02708792686462,141.3215823173523,112.92679405212402
21,197,171.70896911621094,171.20272064208984,208.85222792625427,167.45013189315796
15,121,85.25845909118652,107.036376953125,115.96520805358887,96.15866613388062
12,112,75.83214378356934,100.4675145149231,102.87875270843506,105.52944803237915
14,125,80.79053974151611,76.08271384239197,74.00210666656494,74.52126264572144
14,97,75.96412086486816,90.0125629901886,93.55086708068848,73.36405086517334
21,129,110.89160823822021,107.06844592094421,103.89155435562134,97.76519584655762
6,55,38.17111015319824,52.62794733047485,48.48707056045532,37.50459003448486
15,146,109.57323741912842,102.54201698303223,110.67989230155945,105.30569362640381
13,151,102.71018981933594,100.75558853149414,106.56572341918945,97.58907270431519
6,55,33.74660539627075,52.60446262359619,54.130770683288574,38.1747407913208
11,134,86.40404844284058,114.04794645309448,115.90602231025696,108.83871030807495
10,93,65.6133804321289,119.75770664215088,119.52068519592285,88.25414657592773
