word_c,char_c,word,bpe,character,morfessor,morpheme
21,115,110.1300778388977,137.27711367607117,132.7278881072998,110.10749959945679,99.13548994064331
17,107,116.71413564682007,128.83774089813232,128.8230631351471,130.4565348625183,98.56936073303223
30,164,160.61289072036743,177.73663449287415,175.63523769378662,171.9115490913391,148.78787088394165
17,115,97.479736328125,153.244886636734,140.35860180854797,131.31059551239014,91.87400436401367
15,97,75.77908277511597,99.80059957504272,97.76073622703552,80.48110675811768,66.18698501586914
23,123,141.6168417930603,191.55051183700562,181.75048804283142,177.46666860580444,96.26050043106079
24,131,150.03042364120483,205.75244331359863,217.71825623512268,199.85683250427246,170.66894149780273
10,51,52.28449201583862,81.05845808982849,68.14576053619385,55.814857959747314,40.42885971069336
19,117,139.06882429122925,179.2842423915863,163.2460482120514,144.42705535888672,116.52587652206421
37,206,192.20446062088013,231.27002000808716,237.1358940601349,225.08620643615723,177.73503160476685
17,86,63.55236768722534,82.48241376876831,76.1227490901947,68.36045408248901,56.5250563621521
20,112,103.40241432189941,140.34458017349243,133.68233609199524,121.45550680160522,98.45054244995117
35,203,217.14720487594604,272.4679853916168,244.34282422065735,229.83544778823853,229.42573881149292
14,72,85.27349328994751,92.708505153656,86.57812356948853,89.95314741134644,81.16951179504395
33,152,160.30915594100952,182.3869068622589,174.88640189170837,170.22303009033203,134.65757989883423
16,90,81.48609352111816,77.41140151023865,75.64266419410706,74.94653606414795,66.54480218887329
12,66,56.85325908660889,70.30355644226074,65.69266104698181,59.228694915771484,49.72114324569702
19,107,78.33817291259766,105.08228421211243,86.26999163627625,78.87046146392822,73.81668519973755
13,61,65.16380786895752,81.77356910705566,81.32245755195618,60.8346848487854,52.35982942581177
21,118,117.48243618011475,140.94074749946594,143.38405227661133,127.85866832733154,109.94352388381958
15,100,120.6451530456543,167.02166271209717,167.02299618721008,176.91530847549438,116.88035440444946
11,68,73.97370719909668,90.19835329055786,97.62575554847717,100.85326480865479,64.09674787521362
13,69,76.1602840423584,99.04065275192261,92.84010076522827,102.43580532073975,55.17952919006348
11,56,45.956350803375244,62.41968774795532,56.73510003089905,49.36706829071045,46.83195877075195
22,127,113.13629913330078,143.10981631278992,137.7765610218048,130.5034966468811,117.06708526611328
22,101,133.8329381942749,156.49541592597961,153.9418067932129,138.7244086265564,112.30083274841309
35,183,183.0883011817932,208.8155872821808,193.64996910095215,192.26411867141724,165.38079404830933
31,153,134.55244636535645,161.63615012168884,158.64699959754944,156.42841720581055,134.02023458480835
30,159,147.90678358078003,181.688250541687,170.17778635025024,172.65045166015625,165.28050899505615
33,163,133.76063299179077,164.52301812171936,154.57377982139587,140.97615671157837,122.36762952804565
14,70,73.24792528152466,89.38484311103821,97.02560830116272,99.38418531417847,65.3387222290039
29,154,169.9650993347168,190.40609335899353,174.53868627548218,174.82921838760376,164.42290019989014
30,141,125.6766996383667,147.20109820365906,146.37784910202026,132.61704015731812,122.710205078125
15,62,57.08826208114624,64.77580142021179,74.42049503326416,64.90853691101074,45.519325256347656
25,107,124.67472743988037,135.45206141471863,128.72643089294434,127.06618976593018,118.06775283813477
21,94,104.83685636520386,122.24769639968872,123.65097999572754,123.03579950332642,104.45270729064941
21,103,100.50241327285767,120.04140114784241,135.22530317306519,117.51272344589233,98.49257946014404
25,148,127.0528507232666,144.36245489120483,139.7378387451172,131.44418287277222,108.5298433303833
29,162,127.30366039276123,144.91645646095276,138.0058090686798,152.16254043579102,115.90929698944092
24,143,132.4913353919983,148.9495906829834,146.03329706192017,134.9735403060913,122.02919673919678
23,128,113.34467315673828,121.7065863609314,117.15027642250061,119.4503026008606,105.75064659118652
20,123,83.35796403884888,101.85521817207336,99.74059176445007,87.80651998519897,72.36733770370483
22,100,109.31838464736938,115.35679316520691,113.12749290466309,110.9231767654419,90.53793668746948
15,63,62.936238288879395,71.78506016731262,71.9036934375763,71.24470615386963,57.955984592437744
38,210,198.06552982330322,212.6272735595703,222.11557149887085,205.13551664352417,157.9823293685913
15,73,54.50274705886841,72.29164052009583,75.41540503501892,61.222732067108154,47.536561012268066
20,112,96.75349235534668,140.00663495063782,129.05284142494202,114.64135932922363,90.51062488555908
9,42,44.62954807281494,49.42783308029175,54.021758794784546,54.14462423324585,34.949517250061035
19,100,118.07889938354492,134.66581082344055,136.0837574005127,134.33468008041382,74.88180112838745
16,76,67.84967803955078,77.2229871749878,77.18852996826172,71.35056161880493,63.18961715698242
16,84,69.32093715667725,96.0094952583313,88.6111536026001,85.4486494064331,49.864322662353516
31,160,122.49073123931885,148.97495770454407,153.5443196296692,140.78503561019897,117.65527439117432
38,198,187.7370080947876,234.18700575828552,236.03493404388428,219.59430980682373,150.82422590255737
31,180,182.45642185211182,204.73045349121094,187.56523752212524,171.9693899154663,187.26302671432495
17,74,75.17274141311646,95.66868782043457,90.24586224555969,79.03175926208496,61.89283084869385
18,110,108.5038800239563,112.76678562164307,112.56813788414001,106.33802032470703,96.6731481552124
28,148,118.23301696777344,154.11129355430603,139.48362350463867,129.6093349456787,113.30661249160767
25,138,101.4406361579895,112.03553771972656,133.38538908958435,114.64939308166504,86.50598192214966
14,74,60.71841335296631,65.8386607170105,70.6465334892273,68.13852834701538,46.91728162765503
36,204,196.85013008117676,247.52453565597534,249.98806643486023,225.67172002792358,182.34250783920288
14,70,62.86371183395386,79.1966986656189,80.32649159431458,68.65887308120728,47.91039705276489
14,76,57.900546073913574,76.80558943748474,82.12556791305542,78.7024073600769,47.73660755157471
29,172,136.2562713623047,176.82610893249512,166.46880078315735,153.57418966293335,115.8147349357605
26,139,159.4864273071289,201.86159920692444,208.3695900440216,202.01750707626343,139.74615955352783
24,153,147.13944625854492,236.77300596237183,203.91018199920654,224.92444324493408,129.86014032363892
18,103,90.59256744384766,99.50055932998657,95.63611030578613,87.68689346313477,93.77799129486084
17,80,66.51705503463745,86.02659368515015,78.2825345993042,71.95692300796509,64.40944623947144
24,118,114.02911424636841,123.95559167861938,140.9125838279724,132.6760835647583,93.69967889785767
18,96,62.677531242370605,90.31976246833801,88.59324502944946,84.20353507995605,62.12530469894409
29,158,178.09811639785767,193.12053084373474,186.16096997261047,186.29552268981934,168.86609363555908
29,139,149.2895541191101,181.65513682365417,185.81112575531006,162.26988792419434,105.21194362640381
18,96,109.52370357513428,144.2621831893921,132.56997323036194,141.8583960533142,88.91538286209106
11,57,45.53125810623169,68.27617692947388,64.95555138587952,53.6589035987854,34.58568572998047
22,111,116.37413263320923,146.95065188407898,160.19755053520203,135.29836416244507,118.39715957641602
24,123,156.8483362197876,186.49506282806396,168.5856499671936,148.73604774475098,148.46906518936157
27,148,168.0127911567688,211.55449151992798,202.12374472618103,177.76839351654053,188.53376483917236
12,61,64.59792613983154,84.4373152256012,74.22316908836365,61.85532474517822,55.77978706359863
20,103,109.01915645599365,142.94745802879333,134.30299735069275,121.99164581298828,105.32523584365845
31,156,162.3627209663391,171.43879508972168,164.1492886543274,157.13547325134277,155.71834135055542
14,57,52.75083351135254,66.25622534751892,73.70470452308655,67.21023464202881,30.33002758026123
18,88,82.89439582824707,109.31570506095886,103.28569436073303,96.51580810546875,64.9656171798706
20,102,93.38675212860107,95.26488852500916,98.33227038383484,102.39161205291748,86.78432416915894
26,117,93.2276930809021,105.32116770744324,106.18726348876953,97.23276042938232,76.67153406143188
20,83,77.2195029258728,82.87356948852539,84.64077663421631,77.61940288543701,59.755167961120605
18,98,96.98674821853638,109.22904443740845,105.39791059494019,97.76614236831665,80.41310930252075
34,173,163.51355457305908,185.36987972259521,197.12221431732178,183.09254932403564,137.5547389984131
21,120,86.92776489257812,101.3447618484497,108.12311673164368,92.0332579612732,69.3081865310669
17,91,69.1200122833252,79.83271789550781,80.5532922744751,82.52337455749512,60.07396459579468
19,96,89.83595561981201,100.16070508956909,99.33930826187134,100.00872898101807,65.99207544326782
31,180,204.19577312469482,240.97062015533447,233.86746454238892,234.02589082717896,186.31054830551147
36,181,180.86633968353271,197.51553535461426,183.3235182762146,179.37818145751953,136.97582817077637
29,153,138.6081051826477,146.31620740890503,146.01319003105164,135.91075563430786,130.3314790725708
20,129,156.33845281600952,173.8040771484375,141.7807252407074,146.5200023651123,129.1761450767517
13,63,87.08871984481812,92.25093173980713,74.85018181800842,76.02188968658447,71.41405200958252
28,147,146.74384593963623,168.7964825630188,152.54936695098877,149.8942551612854,131.76172876358032
35,198,174.81549215316772,210.32285499572754,208.79467725753784,194.20475387573242,151.71868753433228
25,130,126.38684797286987,152.62990927696228,141.2107458114624,135.52818775177002,112.46174097061157
14,80,76.39395666122437,82.14750456809998,73.89827060699463,81.3414216041565,58.77969312667847
17,86,81.43154859542847,79.60410356521606,81.88010883331299,76.16376876831055,56.40087556838989
16,84,63.26622438430786,81.72301912307739,82.72237825393677,67.78946495056152,63.50610303878784
30,160,126.10571908950806,124.04485630989075,132.2248785495758,129.19110536575317,126.55235004425049
33,202,190.44447088241577,210.6151728630066,188.2336118221283,199.7400345802307,162.60036516189575
16,75,68.24674987792969,66.97385811805725,68.40106415748596,65.24560785293579,52.904863357543945
17,82,65.7533540725708,79.1435797214508,78.3465085029602,69.96235227584839,57.01328086853027
16,81,71.76420545578003,89.93657302856445,86.53771257400513,74.54610347747803,69.39266681671143
19,106,98.43573570251465,129.45601797103882,119.78778648376465,100.64990568161011,93.30957555770874
18,99,102.23614597320557,139.09720253944397,138.05538392066956,118.30230951309204,90.8556604385376
35,169,165.12371110916138,196.79501008987427,175.36968564987183,164.1395444869995,112.94238090515137
24,116,129.2127652168274,132.94529509544373,130.49152302742004,125.16817092895508,127.93562507629395
15,82,100.08466911315918,118.71300983428955,97.39208483695984,105.77671432495117,94.54858016967773
21,127,137.87912225723267,161.20116543769836,155.10977959632874,133.90284776687622,116.21833992004395
11,55,52.01638889312744,70.2016773223877,68.42747783660889,54.83403396606445,51.9619345664978
9,48,53.23134231567383,59.47120904922485,57.51949167251587,60.86752891540527,52.48756742477417
12,65,50.363211154937744,90.57945108413696,74.01272654533386,69.66305494308472,72.0542631149292
26,138,133.0303692817688,141.72239565849304,135.57128524780273,130.7933793067932,113.34901714324951
28,157,138.66198110580444,154.3703489303589,159.99325156211853,149.19637537002563,159.3788661956787
22,111,131.58648872375488,142.58260345458984,138.72347283363342,132.00319814682007,117.20078563690186
23,124,95.64405488967896,112.77657151222229,117.85229182243347,92.4995985031128,82.49456024169922
20,108,83.69502639770508,100.04495453834534,93.74540519714355,93.10175275802612,81.42512702941895
15,79,64.98154163360596,114.60434579849243,117.78030347824097,96.31138229370117,50.63007354736328
18,109,101.35657691955566,111.2395510673523,111.25348567962646,121.96781969070435,86.9639663696289
14,72,71.86986207962036,92.50282692909241,81.20833611488342,80.71006727218628,40.48679161071777
10,53,39.524296283721924,61.689794063568115,63.109174966812134,51.440359115600586,37.06256055831909
22,128,132.89972639083862,159.2545623779297,168.81867027282715,167.6873755455017,110.3935923576355
18,98,103.84532356262207,140.90920233726501,143.41750526428223,138.37831449508667,82.00767755508423
17,99,103.28161239624023,123.64957761764526,120.02786898612976,126.07264280319214,81.25852108001709
15,75,111.52158308029175,153.5671784877777,161.54373478889465,146.24785614013672,66.08960676193237
24,140,134.7264051437378,172.93639278411865,166.7974886894226,135.84696245193481,129.1618013381958
27,140,149.8315553665161,149.11862421035767,164.06012439727783,156.43601036071777,146.07316160202026
31,160,141.43072032928467,167.9962019920349,162.0033733844757,149.9990530014038,126.26608276367188
19,100,98.12543392181396,112.41482424736023,104.52918553352356,100.27903652191162,81.44920349121094
14,72,65.93160057067871,102.39620780944824,91.45608925819397,71.79857683181763,58.19795560836792
21,111,103.10541248321533,108.49615383148193,114.25274658203125,103.92749786376953,75.1013388633728
22,128,101.1512508392334,123.19397449493408,124.37828207015991,118.62869834899902,109.13670873641968
11,61,69.53597927093506,95.91830587387085,81.53297781944275,80.53416395187378,44.67194318771362
25,147,140.59054040908813,194.28662300109863,202.7190637588501,178.31583452224731,114.5812087059021
14,64,61.793049812316895,80.99018907546997,82.02782392501831,65.54234027862549,62.07190227508545
27,140,125.33999395370483,175.88033628463745,167.7467167377472,146.0318422317505,115.0273962020874
14,63,45.3070125579834,57.0665283203125,56.93124866485596,49.46020221710205,38.451351165771484
15,84,83.75565671920776,101.82861232757568,109.79037570953369,84.67046165466309,72.05943012237549
30,172,167.86198329925537,210.83751583099365,221.80122208595276,195.78687238693237,133.2280135154724
24,139,149.34286880493164,200.87001061439514,208.24957919120789,192.44978857040405,133.3352828025818
20,119,142.93206596374512,200.83347082138062,197.859943151474,181.64672183990479,97.01365661621094
22,115,91.1485857963562,124.66177868843079,113.9787917137146,116.29634952545166,67.94118356704712
34,183,121.87496995925903,140.69010162353516,150.97024297714233,151.16714525222778,109.49412488937378
41,240,246.00419569015503,318.6941397190094,294.3838703632355,303.9823532104492,195.3488597869873
17,93,45.395132541656494,74.20694160461426,66.18718361854553,63.720717906951904,47.69886589050293
19,91,63.39142608642578,72.98193311691284,81.97976732254028,74.29158353805542,56.25688314437866
26,161,130.39282321929932,158.41186380386353,148.23376369476318,131.64117336273193,122.60989904403687
26,137,104.97643899917603,128.52904629707336,112.40747666358948,111.48830986022949,85.42487478256226
32,166,153.9183759689331,162.37556862831116,168.3620240688324,166.64013481140137,120.87930965423584
13,71,81.46273708343506,102.28906202316284,86.15622901916504,77.24680137634277,58.69887113571167
18,79,66.1928186416626,92.65879893302917,82.00350403785706,71.51694917678833,65.6122407913208
32,177,145.82661771774292,149.32827425003052,156.89786505699158,150.32628345489502,132.98488855361938
18,99,74.03831481933594,89.90676808357239,93.16029858589172,82.8088002204895,73.75086069107056
21,97,92.53435564041138,105.47451853752136,97.69708442687988,87.80836963653564,82.98306083679199
28,133,129.44597959518433,139.94578170776367,130.29128336906433,119.39801692962646,120.68502759933472
31,151,147.47018194198608,157.58102369308472,148.995032787323,142.60566520690918,127.18207359313965
28,153,161.6845417022705,183.55598711967468,157.46238899230957,154.54057836532593,114.49494361877441
24,119,123.17048692703247,133.61234378814697,144.11932253837585,140.21824645996094,100.64100313186646
28,142,133.90841674804688,163.01237750053406,173.60293102264404,148.28109979629517,112.97346544265747
12,57,54.83488845825195,67.65055847167969,80.55783081054688,58.58150911331177,47.08175468444824
25,124,104.966055393219,126.05928564071655,116.74918222427368,109.25044059753418,85.30630779266357
32,170,159.60966682434082,181.1728060245514,179.03789567947388,159.5276436805725,123.71482944488525
18,94,112.98914766311646,134.69789028167725,127.21857762336731,116.26113939285278,96.73196220397949
14,71,47.55264616012573,66.69258332252502,63.49994683265686,56.12765121459961,38.7833571434021
7,36,28.702789306640625,32.577999114990234,34.35950589179993,27.034046173095703,24.78672695159912
19,95,67.25827884674072,91.11685562133789,92.13466310501099,76.10554122924805,61.649048805236816
16,86,75.18570232391357,95.85339379310608,90.79385328292847,79.87144804000854,69.28470230102539
38,203,183.90179824829102,207.38380122184753,209.07829451560974,182.563636302948,165.00380086898804
19,100,73.18592166900635,102.89764976501465,97.51640343666077,79.22597169876099,76.91398191452026
29,155,138.65332508087158,154.49944496154785,165.40612244606018,164.3588047027588,121.73848152160645
21,100,87.21377468109131,105.76889038085938,93.99111151695251,93.40800857543945,74.13537740707397
16,76,99.09495973587036,96.08278155326843,98.28029417991638,94.8579273223877,93.10109043121338
17,84,74.40558671951294,88.61964058876038,91.64435720443726,85.47224950790405,80.50847625732422
28,126,126.20224475860596,134.29603147506714,129.4548623561859,125.36944627761841,108.14919996261597
38,197,176.70433902740479,201.87547397613525,193.47762441635132,182.49967432022095,175.7619047164917
10,56,52.83198928833008,98.26302671432495,102.67476272583008,96.76807880401611,43.87344789505005
24,115,104.96064138412476,128.37391424179077,120.03927516937256,106.12006759643555,91.02973508834839
26,144,120.94902753829956,147.13502097129822,146.2976975440979,130.6230058670044,111.16581916809082
26,132,135.8782148361206,143.97301506996155,157.0960350036621,132.16884803771973,108.01583671569824
26,158,131.05900144577026,134.59895086288452,141.09518432617188,130.2655529975891,96.987144947052
31,182,185.31482315063477,192.54670572280884,186.51834917068481,176.83408451080322,156.6794581413269
24,112,104.25690984725952,108.30808973312378,124.50977969169617,97.93933725357056,98.20873022079468
16,86,63.25287675857544,81.4793393611908,80.31482338905334,65.21581888198853,61.84559440612793
14,68,81.64710187911987,95.63422441482544,99.47255516052246,85.73525476455688,46.59314680099487
24,117,110.06041622161865,129.731600522995,126.4917163848877,118.03178310394287,95.72705698013306
15,82,70.16686582565308,86.83362054824829,82.71665573120117,79.44985675811768,69.65227174758911
27,143,140.56290197372437,157.22319555282593,166.7634904384613,152.74123811721802,133.26235389709473
30,157,219.8353672027588,271.2019398212433,289.31989216804504,279.95879459381104,144.29232454299927
24,130,130.0880880355835,166.48571038246155,159.12038826942444,163.94292974472046,101.57959794998169
8,52,37.90413475036621,53.911059856414795,49.30196785926819,43.14228343963623,34.99340772628784
28,152,130.9865369796753,166.29279804229736,146.57483911514282,165.3415002822876,108.9517731666565
26,161,128.84554529190063,160.8085961341858,141.08394813537598,142.2135887145996,132.51311016082764
8,42,31.277187824249268,43.86436176300049,51.594399213790894,28.458426475524902,24.365596771240234
23,113,104.31412982940674,120.59539890289307,120.75579261779785,122.60944604873657,84.06118822097778
21,135,93.60202550888062,125.53981232643127,111.12571358680725,110.01187658309937,87.8737564086914
16,84,78.23648929595947,102.12089252471924,102.22971320152283,94.88021898269653,83.38851308822632
9,47,39.95998668670654,55.03013896942139,57.747363328933716,36.61328077316284,38.93857479095459
20,108,109.8782148361206,137.27351903915405,146.47034549713135,135.5630235671997,107.93057823181152
16,77,72.4682126045227,96.50541543960571,99.87188959121704,74.49607038497925,76.10576105117798
32,161,136.7292070388794,163.7896912097931,150.46390771865845,149.35699367523193,119.1342339515686
16,100,84.0227427482605,103.12904739379883,95.62042951583862,88.15705156326294,78.97825527191162
14,74,92.64747333526611,116.54721641540527,109.18838858604431,109.91353416442871,72.72143650054932
25,136,127.03400707244873,137.84303379058838,131.61916399002075,123.02707958221436,119.93101072311401
21,112,105.95921468734741,129.39338493347168,137.46332955360413,122.20295572280884,102.35810899734497
19,111,100.7213397026062,129.3788332939148,118.62168884277344,115.79461526870728,99.84576225280762
23,151,130.61924409866333,168.34300303459167,161.64249277114868,163.53210067749023,140.70840883255005
28,156,120.11450529098511,147.34269618988037,145.75970220565796,137.2409176826477,108.50935077667236
17,76,75.39912748336792,90.48226189613342,83.22028827667236,71.943443775177,73.48926591873169
18,94,73.43960666656494,77.47586154937744,87.34487509727478,96.9606204032898,70.29419803619385
38,221,175.12054443359375,192.70121955871582,204.46574640274048,186.04240608215332,150.95058965682983
30,190,182.52574968338013,215.02867794036865,187.09112572669983,179.83591079711914,162.83280992507935
14,79,96.16677379608154,118.98084449768066,116.98982620239258,92.5814299583435,100.38872718811035
15,84,79.9095778465271,127.6613187789917,105.5911295413971,118.9224009513855,85.07147598266602
24,132,127.37996196746826,154.4925446510315,148.12807726860046,138.7728180885315,93.03805112838745
22,113,145.49430799484253,161.96587204933167,158.9834418296814,151.15535593032837,107.76955556869507
39,212,236.65213680267334,257.0692994594574,256.357937335968,253.21846723556519,185.59934949874878
13,58,62.71075916290283,74.70898985862732,66.0516996383667,65.32059860229492,57.29923629760742
20,123,111.52279233932495,129.47546815872192,143.59954857826233,129.08885049819946,85.56363916397095
24,119,125.03680419921875,137.61155033111572,136.0833466053009,126.29162406921387,102.35963773727417
26,152,135.60469675064087,153.65366530418396,189.33380508422852,175.60464525222778,82.84719562530518
19,95,85.92355585098267,113.4642162322998,106.81000781059265,104.3846549987793,79.43524551391602
16,77,72.53958511352539,92.8816409111023,89.25566864013672,70.99695253372192,73.50253105163574
